user_id,user_id,item_id,item_id,timestamp,rating,review,sentences
A3LMPD1ZQTWOC4,A3LMPD1ZQTWOC4,B0083SSLRU,B0083SSLRU,1363132800,5.0,"I just finished doing this bag with my daughter.  She has just started coming into the world of American Girl and was very excited when I showed her this box and eager to get started.  Upon opening the box, I was surprised to see such a nice canvas cinch sack.  It seems very sturdy and well made.  4 sheets of iron-ons are included, though two sheets are taken up with the alphabet.  My daughter loved the fact she was going to be able to put her name on the bag.  My daughter is almost six, a little younger than the recommended age of 8.  So I cut apart all of the transfers and let her arrange the pictures and letters on the bag how she wanted so I could iron them.  I would recommend ironing the bag before beginning this process as it would have made it a little easier to lay the pictures out and not have to move them to iron the folding crease out.  Next time, I would also lay everything out on the ironing board and let her design it there because it was hard to move the bag from the counter to the ironing board in the next room without moving her design around.  The transfers ironed on pretty easily.  The instructions recommend using an ironing cloth over the plastic.  I just used a thin wash cloth and it worked great.  As we were peeling the plastic off the transfers, a few looked as though they might not stick to the bag.  But we just laid the plastic back down and re-ironed those spots.  The plastic peeled off the bag perfectly leaving every piece of artwork in tact.  It is a very cute and sporty looking bag.  We will leave it laying flat to bond for the next 24 hours, as recommended, and then she will be ready to use it.  Overall, a well made craft and cute results.  Now I'm going to need another for my other daughter.",['next time']
A3NEAETOSXDBOM,A3NEAETOSXDBOM,B007HZ9PZ2,B007HZ9PZ2,1346198400,4.0,"My 20 month old granddaughter likes to see the puppy's nose light up when she touches it, to ""feed"" the puppy with the included blocks, and to listen to the music.Although this is a cute toy, keep some things in mind.1. As other reviews have noted, it is not easy to sit on this puppy while on carpet and try to ride it. My granddaughter no longer bothers trying.2. The cover that pops up to convert this to a push toy is not something a child can easily do; I have trouble myself sometimes. Other reviews have noted this. Also this is rather cumbersome to push. My granddaughter prefers to use her little stroller instead, which is much lighter and more easily maneuverable whether on carpet or tile.3. For a riding toy, Fisher Price's Dino the Dinosaur is easier to use.Bottom line: This toy is fun for my granddaughter despite its shortcomings.",['As other reviews have noted']
A2KLFJ0GHM3NFO,A2KLFJ0GHM3NFO,B00A92K0KY,B00A92K0KY,1366156800,5.0,"Beast Hunters Shockwave is one of the best!Shockwave returns in transformers prime more badass than ever.This is the coolest version of the Decepticon scientiest since the G1 days.Shockwave has a perfect blend of the beastly attitude combined with the signature G1 style.The head sculpt on this bad boy is amazingly done to perfection with quality articulation throughout the rest of the transformer overall.The detail in both robot and cybertronian tank mode is awesome as well with perfect prime series accuracy.The Cybertronian Tank mode is one of the coolest and improved vehicle modes for Shockwave since the G1 days as well.Shockwave comes with his signature Hyperflux Cannon for the series which has realistic spinning action that is very simple to activate by pushing the button on the arm.Shockwave uses the left tank tredd to connect to the arm for the complete signature look.Shockwave does come with some cool as hell snap-on beast armor that gives him a more menacing beastly appearence.The beast armor is optional to have on or off,so its all in what you think looks better.The poseability is outstanding with great stability for creating cool battle scenes or displaying this gem where you please.The durability is excellent as well with secure ball joint construction and a solid build in either robot or cybertronian tank mode.All parts fit securely together during the transformation process for one solid constructed transformer overall.The transformation level is intermediate meaning if you have plenty of experience with transformers there is mid-level difficulty.If you are a parent buying for a child of 5-6 you might need to help some in the transformationj process.Honestly Shockwave does have a versatile transformation that 5 and above can learn easily after a little practice.To start off disconnect the tank tredd from the arm.Next you rotate the legs around sideways as the legs then will rotate straight up.Rotate the shins and feet down then rotate inwards.The feet rotate down as the next step involves you sliding the feet forward.Rotate the chest piece down so it's between the legs as the head piece will rotate around.The back piece with the tank tredds rotate out as the two purple sections on the chest area slide outwards.The arm with a hand will rotate down and then in forming a L-shape.The arm will then connect underneath as the weapon arm will do the same above.The weapon piece will connect to the middle part on top.Reconnect the tank tredd and Shockwave is ready to roll into battle!In vehicle mode the Hyperflux Cannon is stationary with no side to side movement,but this is not a big deal for how awesome the overall transformer is.If you are a fan of Shockwave this is one Voyager class version that is a masterpiece of quality that will be a treasure in your world of transformers.Bottom line Transformers Prime Beast Hunters Shockwave is a well-made,high quality,10 out of 10 transformer all fans will enjoy.I highly recommend Transformers Prime Beast Hunters Shockwave to all transformer fans and collectors out there.Shockwave Rocks and Transformers Rule!!!","['high quality', 'The transformation level is intermediate meaning if you have plenty of experience with transformers there is mid-level difficulty', 'The poseability is outstanding with great stability for creating cool battle scenes or displaying this gem where you please']"
AU13W2MG55NNC,AU13W2MG55NNC,B00106CGP0,B00106CGP0,1392681600,2.0,"This is a neat toy, the animals are average Little People quality, meaning the paint on them is a little scuffed and raw on the edges and things. The animals they chose for the aA - Z are nice, not the average ones you may think of. As for the mat the animals can &#34;step&#34; on and the sounds they make, I was not impressed. Most dont sound like what the animal should and it scares my daughter. I wish you could turn the volume up or down, its just one loud sound. The extra snow mountain and safari cave are just put aside and kind of boring. The tree is fun but does not attach from the mat making it poor.Really this is so overpriced it isnt even funny and completely not worth it, I wanted my daughter to have a set of animals like the little people people she has and this was literally the only thing I could find so I bought it. She loves the animals and plays with them everyday, however the rest is sitting in a closet untouched and unfun.",['This is a neat toy']
A215WH6RUDUCMP,A215WH6RUDUCMP,B00CTUGP6W,B00CTUGP6W,1383091200,5.0,"This Advent Calendar really takes the cake! Not only does it take interactive to a whole to level (most simply involve opening the day and earning a piece of candy), this treats your Child to a different surprise each day featuring Angry Birds and adding pieces to their building project! It's super exciting as they continue to count down to Christmas, build up and remake K'nex every day, this definitely holds their attention way more! The best part? No more candy!",['The best part']
A2QQ2GS40R57BU,A2QQ2GS40R57BU,B003LPUCM2,B003LPUCM2,1357689600,5.0,Not only does this hold and protect the MobiGo (which is really all I bought it for) it also has an extra pocket for game storage. It is very easy for my son (who is 3) to open and close and put his games in and out. Great product!,['Great product']
A35MDIBPAX9X7U,A35MDIBPAX9X7U,B004DJ51WQ,B004DJ51WQ,1345161600,5.0,"One of the best educational toys we have purchased. This is a fantastic product that serves as a great introduction to specific skills: sorting, counting, and basic math. It is also a fantastic way to help kiddos develop greater attention, concentration, and focus. Helps with fine motor skills as well.As other reviewers have noted, the toy is well-made, durable, and can be used in imaginative play as well.There is a reason why math teachers LOVE these types of sorting toys. They really are great.",['As other reviewers have noted']
A138A1KMMGH9J4,A138A1KMMGH9J4,B0077NCEWA,B0077NCEWA,1388361600,5.0,"My son really like it, I bought a few of the toys for the Jake's Land. (Boat of Jake and Hook + Figurine Set + Magical Tiki Hideout Playset ). He really love all of them. The material is good.",['The material is good']
A151IA6N46ZMQA,A151IA6N46ZMQA,B00C0ULS3G,B00C0ULS3G,1405036800,5.0,"Great old school drinking game. Hit, drink, hit drink. Sink, pound! Good fun",['Good fun']
A3R6RMXSWHTZHG,A3R6RMXSWHTZHG,B001RNJ8WK,B001RNJ8WK,1325635200,2.0,"This is a cheap product...I don't expect it to last long considering that it's for kids who tend to give it more force than necessary.  After 2 plays, at least 1 of the hippos gets stuck.  Also, it's RIDICULOUS that the game put together does not fit in the box it came in!!!!  They expect your kids to take it apart each time they are done with it and put it back together when they want to use it again.  Really...it's in the directions!  I threw the box away and now have to find a suitable place for the game because there's no way my 4 and 2 year old are gonna do that.  The Hungry Hippos game isn't what it was when I was a kid, that's for sure.","[""that's for sure""]"
A2507ZYWGMY9BK,A2507ZYWGMY9BK,B007HZ9PZ2,B007HZ9PZ2,1346630400,5.0,"(See update for long term impressions)This toy doesn't move well on either carpet or hard surfaces. The wheels are small, cheap, and don't rotate well. They also don't have any tread so the toy just slides instead of rolling.The other major problem is the locking mechanism for the seat that allows it to switch positions. The mechanism requires large hands so a small toddler can't do it. The build quality of the mechanism is very poor because it doesn't securely lock the seat - there is a tremendous amount of ""play"" in each position and it just doesn't feel durable.On the positive side, the plastic shapes have been fun for my 2.5 year old to play with and stick into the puppy's belly or into its mouth. She can reach in on the other side of the belly to pull the shapes out.The music is fun and pleasant (not annoying to parents) and the sound quality is actually very impressive with good intelligibility. There are 3 buttons in addition to the nose button which all light up and are easy to press.Overall, I would say this puppy is fun to interact with but the construction quality is poor. The distinguishing feature of this toy is the ability to ride or push it. Unfortunately, this feature doesn't work well. So what you are left with is a pretty bulky stationary toy. If you have plenty of room in your house, this may not be a big deal. But for most people, a more compact interactive toy would be preferable.UPDATE: I am upgrading this toy to 4 stars because despite the lousy wheels, my 10-month-old who is on the verge of walking has been having fun pushing it around the house. It works better than I thought it would as a ""walker"" and my baby uses it much more than I expected. The music is also motion activated so the dog ""sings"" and shakes its head while being pushed. There have been no issues with durability to date.UPDATE May 2014: After 1.5 years of this toy, my kids (2 and 4 years old) still enjoy playing with it and pushing it all over the place. This is somewhat amazing since they usually get bored of a toy (or break it) in no time. Despite my concerns about the build quality, nothing has broken on this toy and it is in near perfect condition. This toy has stood the test of time and deserves 5 stars (my initial rating was 3 stars).",['On the positive side']
A2QDOJFFLFGF18,A2QDOJFFLFGF18,B000W9OYKQ,B000W9OYKQ,1282694400,5.0,"This was a nice little gift for a birthday and it was a big hit. I like there are no little pieces and the furniture id big, so they dont lie around the floor. You cannot have to many dolls live in the house, but it is fun and we even brought extra rooms to add. Overall a great product.",['Overall a great product']
A382CZ7Z8DWI4O,A382CZ7Z8DWI4O,B00F14IM5K,B00F14IM5K,1399334400,5.0,Great doll.just love the blue hair very hip hair style.my daughter loves him and thinks he is a must have for anyone that is a real monster high collector or monster high fan. very different from the other boys,['Great doll']
ANP5ZZGG9U7KZ,ANP5ZZGG9U7KZ,B000NR4BLY,B000NR4BLY,1280793600,5.0,"Each of the 166 puzzles presents a number of circles, where the solver must place a number of colored chips.  The puzzle comes with one or more clues as to the relationships between the chips (""One of the red chips is directly on the left of an orange chip"", ""A blue chip is somewhere below a white chip"" and so forth).  That's it-- but the puzzles are quite well thought out, varied, engaging, and arranged in difficulty levels sufficient to challenge most children.  As a tool for building deductive and critical thinking skills, it is worth its weight in gold.I am not sure whether there is overlap with the Logic Links books; there are 100 or so puzzles in each book, and 166 total puzzles by comparison here.  Perhaps the boxed set is a ""best of"" from the other books, something to be aware of.  In any event the puzzles would take most children quite some time to work through, so I think this is at least a very good choice for a first pick in the series (you would then be guaranteed to encounter at least some new puzzles in the books).The price works out to pennies a puzzle.  You can't beat this value.  For younger children, I would also check out ""Clever Castle"".",['For younger children']
A3DYEUD88GBYIX,A3DYEUD88GBYIX,B0015YT88A,B0015YT88A,1317513600,5.0,"This kitchen took me two evenings to assemble - with the ""help"" of our 3 year old daughter.  I had to undo and redo 2 sections because I didn't follow the instructions exactly the first time.  If you can, assemble this when someone else is not climbing all over it and taking all the parts out of the labelled container.  When it was all put together - it's fantastic.  Door problems were mentioned by many reviewers.  I don't really know how the doors can fall off if they are assembled according to the instructions - though I can see how they could if you do not use ALL of the screws and bolts.  There are no extra pieces if the instructions are followed.  The kitchen is gorgeous.  The ""dishwasher"" gets used as a cabinet for dishes - since the door opens sideways.  We complemented the kitchen with pots and pans, stoneware dishes, the plastic ""glass"" set and utensils - all from Ikea (great quality and price - only available at the stores, not on-line).  Also, and as it turns out, essential - a smallish handled brush for hand washing dishes.  We also started with the Mellissa and Doug ""food groups"" and have been given some other packaged foods and plastic food items.  This is a great kitchen.  We searched for the tallest one - since on her 3rd birthday last month our daughter was 39.5 inches tall.  She has to stretch and get on her tip-toes to reach the back of the shelf & microwave.  Constant use for a month has resulted in no dings to the finish (my assembling did, however - though could certainly have been avoided).  I would strongly recommend this kitchen to anyone with a tall (or older) child.  Also, the free delivery brought the kitchen to our door in 2 days.",['5 inches tall']
A3171W06FF8EE6,A3171W06FF8EE6,B006O6FJ0A,B006O6FJ0A,1391212800,5.0,"This is so darling!  As soon as I saw it, I knew my daughter would love it.  She loves things that come in special cases, plus this is on wheels!  The handle does come off too easily, but its easy to put back on.  Its easy for her to play with.  She loves to stand Minnie on the stage, watch her twirl and say cute things.  This has been a great toy.  We have been able to fit some other Minnie mouse accessories we previously had purchased in this same case.  Great buy!  Would defiantly recommend this.",['Great buy']
ANCOMAI0I7LVG,ANCOMAI0I7LVG,B00138RVKK,B00138RVKK,1255305600,5.0,"I'm breaking out of my comfort zone here (I usually ONLY review books, movies and music) to review a toy I recently purchased for my daughter (this is the fifth of 5 reviews).  My daughter (who is 2) is IN LOVE with Dora and Diego.  She already has a few Dora dolls (not to mention a bedspread) but I just couldn't resist these little Ty dolls.I actually really like the size.  She can stuff all five of her dolls in her Dora Backpack and take them around the house with her.  She loves to take Swiper to bed with her (I don't advise young ones sleeping with Dora or Diego, beings that their hair is a bit of a choking hazard).  IN FACT, Swiper is the reason I bought these dolls.  For some reason (don't ask me) Swiper is her favorite character on the show.  She is constantly talking about him, getting all excited when he shows up on the cartoon, and when I told her that I ordered her one she kept telling me ""Swiper neeky box (sneaky fox) coming my house!""  When he finally showed up you would have sworn it was raining candy.  She hasn't let him out of her sight since.My one iffy complaint about Swiper is the tail.  It's just so big and heavy and constantly falls over...but she doesn't care so I'm happy.  Someone else complained that the tail came loose, which is what I fear may happen soon, but I won't balk until it does (and even then, I'm sure it's an easy fix).Yes, I gave it only four stars on durability since the ware and tear of a toddler can do some damage.  Boots already is separating at the seams on his legs, so I had to get onto my little one for pulling at his legs.  No, his legs are not falling off, but I can tell that they are getting weak.  So, just watch your little ones to make sure they don't `love these little guys to death'.If your kids love Dora (and especially that neeky box Swiper) you can rest easy knowing that they will LOVE these dolls as well!And a note to parents, these toys are NOT educational; but the show is VERY much so (my kids speaks Spanish!  Like, OMG, I don't speak a word and she converses with me in Spanish at TWO YEARS OLD!!!).","['She can stuff all five of her dolls in her Dora Backpack and take them around the house with her', ""just watch your little ones to make sure they don't `love these little guys to death'"", 'these toys are NOT educational; but the show is VERY much so (my kids speaks Spanish']"
AYLAZUCGWB6IE,AYLAZUCGWB6IE,B001QGUFDO,B001QGUFDO,1261699200,5.0,"Radio Flyers are a classic and a must have for all kids - so we were STOKED to get one for Christmas last year. It's great to use to store toys or cart him around the neighborhood. It's large, very roomy, looks sharp and very classy. Only problem, it's bulky. I've always wanted a wagon that I could pop into my car and take with us to a park or an outdoors Farmer's Market. The wagon would fit, but then I couldn't fit much of anything else. I saw someone with the On The Edge Wagon, asked them what they thought, did some research and had it on my wish list for ages. I finally got one.Pros:It's small. Folds up very flat and compact. No assembly required. Comes FULLY stocked with a storage bin (in the back) - 2 cup holders (in the front) and the canopy. Unlike the Radio Flyer which you have to buy additional accessories. EXCEPTIONALLY ROOMY!! My 1 year old, 2 Bostons (26lb & 27lb) can fit in it without climbing on each other. Steers with ease. IF we took my son out in it, we could lay some blankets on the bottom (it is very firm and I can see it getting to be uncomfortable after maybe 45 minutes sitting in it). The storage bin is large - I can definitely fit my diaper bag and a bunch of other things in it. There is also a ""hook"" that keeps the handle upright so you don't have to ""drop"" it on the ground when you're out. Nice - keeps the handle clean. The system comes with a cover that wraps around it for storage (and keeps it clean).Cons:Kinda smells - it's the packaging so I'm waiting to air it out.Some parts look cheap - like the plastic caps and poles that holds the canopy up. We shall see if it will make it through grabby kiddos. The Canopy sits about 3inches lower than I'd like. not a lot of head room (if your kid's torso is really tall - it may be annoying since they may not be able to see out).Surprises:I didn't expect the bars all to be wrapped in protective covering - the picture on Amazon, has the cross bars exposed. I'm glad it's covered - especially since my kid likes to gnaw on things.Wish List:Wish there were ""jump seat"" features where my kid could be strapped in.More padding on the bottom - or at least an extra insert.For the price point and all the accessories that it comes with, you can't beat it. Very convienent, doesn't take up much space and stylish (for a wagon).","[""It's small"", ""It's large""]"
ASH0DZQQF6AIZ,ASH0DZQQF6AIZ,B0025WYXIG,B0025WYXIG,1325462400,3.0,"I like the looks of this kite and really hoped it would be easy to fly.  I have children who are 3 and 6, and we like to go to the National Kite Festival.  Based on other reviews, it looks like this kite has a minimum and maximum wind speed window in which it likes to fly.  Unfortunately, we were not in that window; winds were too light.  We did get it to fly about 15 to 20 feet high and 30 yards or so away from us.  My 3 year-old was flying it, so people thought it was cute and did not mind walking into the line.  One time, we did get it up high enough to where it caught some good winds and gained altitude... that was nice, but it took some effort to keep it aloft even at altitude.The construction of the kite seems sturdy and the materials feel durable.  It packs up small and is very light.  Just know what type of winds you'll be flying in.  I think it is a good kite overall.  Hopefully we'll get it to the beach some time and try it out there.",['Based on other reviews']
AKJHHD5VEH7VG,AKJHHD5VEH7VG,B0017XEMW6,B0017XEMW6,1261353600,5.0,"I bought this for my son's third birthday. I also purchased the additional two sets of cars that go with it.  Five of us (adults included) played with this for over an hour without and we were all playing at the same time. Six cars, five arms and a ton of laughter. It was so much fun.The assembly process was a bit of a pain. This isn't a toy that can be moved around very easily as the ramps would need to be hooked up again. I do suggest finding a place where it's okay to leave the toy up.  It's not a painful assembly process but it would be annoying if I had to put it all together on a daily basis.User friendly issues:  The only issue is the ramp assembly. Twice my kids have knocked off a ramp and the two smaller kids can't put it back together themselves.  It's an easy thing to correct. Overall there is enough room for little arms to move around to position cars. They've knocked the ramp off when they are rowdy with the toy.Charging the cars on the ramp: I thought it was fun that the cars only go so far and then stop for charging.  There are two charging stations and three pumps and the cars are off again. I don't see this as a con to the playset but a plus.The cars: These are the kind that you pull backwards to charge. The cars can be used without the ramps. I've also seen my 3-year-old move the cars on the ramp with his hands.  They don't HAVE to be ""charged"" to play with.  They are fun and colorful and big enough for little hands.  Again, I see no cons with this.  This set comes with two cars and there are two additional sets of 2 cars that are available for purchase.Sound effects: I have to be honest, they don't bother me but they drive my husband crazy. They aren't necessary to play. If it's a problem, the batteries can be removed.Overall I think this is an excellent toy. Comparison shop for the prices. I found this at a chain toy store on clearance[...]. If I would have known what I wanted to buy as the birthday gift though, I would have just ordered it on here for ease of convenience. My kids (even the 13-year-old) played with this set for hours the night of my son's birthday. The next morning, it was the first thing my son wanted to play with when he got up.  A few days later and it's still the most popular toy in the house.",['It was SO much fun']
A8HUL9LPJWF4L,A8HUL9LPJWF4L,B001543YEY,B001543YEY,1364947200,5.0,"This is a great tea set and very durable.My twins, boy and girl, play with these often and they use water in the tea kettle and cups.No leaking.we love this product!!!And since it's green ...... I feel comfortable about them drinking out of it or eating off the plates.Well done!!!Great toy!!Will last forever.",['Great toy']
A16IQIEFLGEQCB,A16IQIEFLGEQCB,B0017VRTCI,B0017VRTCI,1377820800,5.0,Grandson loves it.  Bright and cheery colors.  3 year old playing with items and holding up very well. Great Item!,['great item']
ABTKLCZQ5I1QX,ABTKLCZQ5I1QX,B006WAIIM4,B006WAIIM4,1342483200,5.0,"This doll is so great.  I love everything about her.  She has great hair, plus the mask is cute.  I was impressed that they gave her art work on her left arm, which that was a first.  Plus if you choose to take her mask off they gave her a scar, which is why she is in need of a mask.  I just bought my 2nd one she is so good.  As far as educational value goes, this doll seems to pack a lot of punch.  Not only is she educational as to who her father is, but where her name is Operetta I think it's inspirational and teaches girls that they can do anything they want to, and girls are just as good as boys are.  I was really impressed by this doll.  Recommended beyond words!",['As far as educational value goes']
ADYR709YFUVPF,ADYR709YFUVPF,B000FK3WDC,B000FK3WDC,1388534400,5.0,5 year old loves this. Driving his parents nuts. Great fun. Perfect for young and old. He is helping the ninja turtles fight crime.,['Great fun']
A3SXKYRPNCIJL5,A3SXKYRPNCIJL5,B001OXRTX8,B001OXRTX8,1357084800,5.0,"My grand-daughter loves doing crafts learning new things so this was perfect for her,so many colors to choose from it gets their minds going. Good buy!!",['Good buy']
AFXYJ65KSX8QH,AFXYJ65KSX8QH,B0016BRD16,B0016BRD16,1235865600,5.0,very cute doll. my 4 year old just loves it. batteries seem to last a while. it has been 3 months and still have the same set in. fun and worth the money,['Very cute doll']
A3H22U1E3JV2NM,A3H22U1E3JV2NM,B000TTPEXU,B000TTPEXU,1227398400,5.0,"My son just got this for his birthday. I wanted him to have a game that was not only fun, but that he could learn from. My son has autism and my goal for this game was to work on his listening skills and turn taking.  It's funny how he doesn't listen when I tell him something but when this game talks, he listens. He had a ball running around to all the targets. My son hasn't spent that much time playing a single game in his life!I had a ball playing it too.  This game is so much fun!",['This game is so much fun']
A20GBVCS8IW72S,A20GBVCS8IW72S,B006CD0G0I,B006CD0G0I,1372636800,5.0,"Its the original my little pony. Good quality. Its like the little sisters of the normal ponies, that's what I was told by my daughter.",['Good quality']
AWMUKP0HKLU2X,AWMUKP0HKLU2X,B0014GTZ0U,B0014GTZ0U,1260144000,5.0,Great stocking stuffer. Durable 'lion man' can fight with all the other guys..even King Kong! Great imaginary thing.,['great stocking stuffer']
